image,name,range,effeciency,battery,price
https://ev-database.org/img/auto/Polestar_3_MY26/Polestar_3_MY26-01-thumb.jpg,Polestar3,440 km,200 Wh/km,88.0 kWh,"£69,990"
https://ev-database.org/img/auto/Porsche_Macan_4S_2024/Porsche_Macan_4S_2024-01-thumb.jpg,PorscheMacan,470 km,202 Wh/km,95.0 kWh,"€91,200"
https://ev-database.org/img/auto/Porsche_Taycan_2024/Porsche_Taycan_2024-01-thumb.jpg,PorscheTaycan,490 km,168 Wh/km,82.3 kWh,"€106,200"
https://ev-database.org/img/auto/Mercedes_EQE/Mercedes_EQE-01-thumb.jpg,Mercedes-BenzEQE,505 km,179 Wh/km,90.6 kWh,"€84,764"
https://ev-database.org/img/auto/Mercedes_EQE_AMG_53/Mercedes_EQE_AMG_53-01-thumb.jpg,Mercedes-BenzEQE,450 km,201 Wh/km,90.6 kWh,"€110,706"
https://ev-database.org/img/auto/Mercedes_EQE_SUV/Mercedes_EQE_SUV-01-thumb.jpg,Mercedes-BenzEQE,435 km,208 Wh/km,90.6 kWh,"€89,548"
https://ev-database.org/img/auto/Ford_eTourneo_Custom_2024/Ford_eTourneo_Custom_2024-01-thumb.jpg,Forde-Tourneo,235 km,272 Wh/km,64.0 kWh,"€67,771"
https://ev-database.org/img/auto/Mercedes_EQV_2024/Mercedes_EQV_2024-01-thumb.jpg,Mercedes-BenzEQV,210 km,286 Wh/km,60.0 kWh,"€59,363"
https://ev-database.org/img/auto/Peugeot_e-Traveller_2024/Peugeot_e-Traveller_2024-01-thumb.jpg,Peugeote-Traveller,180 km,257 Wh/km,46.3 kWh,"€46,230"
https://ev-database.org/img/auto/Genesis_GV60_2025/Genesis_GV60_2025-01-thumb.jpg,GenesisGV60,410 km,195 Wh/km,80.0 kWh,"£58,515"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Transporter,255 km,250 Wh/km,63.8 kWh,"€66,908"
https://ev-database.org/img/auto/Mercedes_eVito_2024/Mercedes_eVito_2024-01-thumb.jpg,Mercedes-BenzeVito,215 km,279 Wh/km,60.0 kWh,"€69,309"
https://ev-database.org/img/auto/Mercedes_EQE_AMG_SUV/Mercedes_EQE_AMG_SUV-01-thumb.jpg,Mercedes-BenzEQE,420 km,216 Wh/km,90.6 kWh,"€139,438"
https://ev-database.org/img/auto/Hongqi_E-HS7/Hongqi_E-HS7-01-thumb.jpg,HongqiE-HS7,435 km,219 Wh/km,95.3 kWh,"€74,995"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Transporter,250 km,255 Wh/km,63.8 kWh,"€67,913"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Transporter,255 km,250 Wh/km,63.8 kWh,"€62,719"
https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo_2024/Porsche_Taycan_Sport_Turismo_2024-01-thumb.jpg,PorscheTaycan,505 km,192 Wh/km,97.0 kWh,"€176,600"
https://ev-database.org/img/auto/Opel_Zafira-e_Life_2024/Opel_Zafira-e_Life_2024-01-thumb.jpg,OpelZafira,180 km,257 Wh/km,46.3 kWh,"€47,550"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Caravelle,245 km,260 Wh/km,63.8 kWh,"€70,210"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Caravelle,245 km,260 Wh/km,63.8 kWh,"€69,175"
https://ev-database.org/img/auto/Citroen_e-SpaceTourer_2024/Citroen_e-SpaceTourer_2024-01-thumb.jpg,Citroënë-SpaceTourer,265 km,260 Wh/km,69.0 kWh,"€53,230"
https://ev-database.org/img/auto/Citroen_e-SpaceTourer_2024/Citroen_e-SpaceTourer_2024-01-thumb.jpg,Citroënë-SpaceTourer,180 km,257 Wh/km,46.3 kWh,"€46,230"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Transporter,250 km,255 Wh/km,63.8 kWh,"€63,725"
https://ev-database.org/img/auto/Citroen_e-SpaceTourer_2024/Citroen_e-SpaceTourer_2024-01-thumb.jpg,Citroënë-SpaceTourer,180 km,257 Wh/km,46.3 kWh,"€47,230"
https://ev-database.org/img/auto/Peugeot_e-Traveller_2024/Peugeot_e-Traveller_2024-01-thumb.jpg,Peugeote-Traveller,265 km,260 Wh/km,69.0 kWh,"€52,230"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Caravelle,245 km,260 Wh/km,63.8 kWh,"€67,027"
https://ev-database.org/img/auto/Opel_Zafira-e_Life_2024/Opel_Zafira-e_Life_2024-01-thumb.jpg,OpelZafira,265 km,260 Wh/km,69.0 kWh,"€54,550"
https://ev-database.org/img/auto/Peugeot_e-Traveller_2024/Peugeot_e-Traveller_2024-01-thumb.jpg,Peugeote-Traveller,180 km,257 Wh/km,46.3 kWh,"€47,230"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Transporter,250 km,255 Wh/km,63.8 kWh,"€65,872"
https://ev-database.org/img/auto/Opel_Zafira-e_Life_2024/Opel_Zafira-e_Life_2024-01-thumb.jpg,OpelZafira,180 km,257 Wh/km,46.3 kWh,"€48,550"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Caravelle,245 km,260 Wh/km,63.8 kWh,"€66,021"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Caravelle,245 km,260 Wh/km,63.8 kWh,"€68,169"
